,recuerdo,tiempo,juego,subj,session_o
2064,1,1,1,61,revés
2065,0,1,2,61,revés
2066,0,1,22,61,revés
2067,0,1,23,61,revés
2068,0,1,3,61,revés
2069,1,1,4,61,revés
2070,0,1,5,61,revés
2071,1,1,6,61,revés
2072,0,1,7,61,revés
2073,0,1,8,61,revés
2074,1,1,0,61,revés
2075,0,1,9,61,revés
2076,0,2,1,61,revés
2077,0,2,2,61,revés
2078,0,2,22,61,revés
2079,0,2,23,61,revés
2080,1,2,3,61,revés
2081,0,2,4,61,revés
2082,1,2,5,61,revés
2083,0,2,6,61,revés
2084,1,2,7,61,revés
2085,1,2,8,61,revés
2086,0,2,0,61,revés
2087,1,2,9,61,revés
2088,0,3,1,61,revés
2089,0,3,2,61,revés
2090,0,3,22,61,revés
2091,0,3,23,61,revés
2092,1,3,3,61,revés
2093,0,3,4,61,revés
2094,0,3,5,61,revés
2095,0,3,6,61,revés
2096,0,3,7,61,revés
2097,1,3,8,61,revés
2098,0,3,0,61,revés
2099,0,3,9,61,revés
2100,0,4,1,61,revés
2101,0,4,2,61,revés
2102,0,4,22,61,revés
2103,0,4,23,61,revés
2104,1,4,3,61,revés
2105,0,4,4,61,revés
2106,0,4,5,61,revés
2107,0,4,6,61,revés
2108,0,4,7,61,revés
2109,1,4,8,61,revés
2110,0,4,0,61,revés
2111,0,4,9,61,revés
2112,1,1,1,62,revés
2113,1,1,2,62,revés
2114,1,1,22,62,revés
2115,0,1,23,62,revés
2116,1,1,3,62,revés
2117,1,1,4,62,revés
2118,1,1,5,62,revés
2119,1,1,6,62,revés
2120,1,1,7,62,revés
2121,1,1,8,62,revés
2122,0,1,0,62,revés
2123,0,1,9,62,revés
2124,1,2,1,62,revés
2125,0,2,2,62,revés
2126,1,2,22,62,revés
2127,0,2,23,62,revés
2128,1,2,3,62,revés
2129,0,2,4,62,revés
2130,1,2,5,62,revés
2131,1,2,6,62,revés
2132,1,2,7,62,revés
2133,1,2,8,62,revés
2134,0,2,0,62,revés
2135,0,2,9,62,revés
2136,1,3,1,62,revés
2137,0,3,2,62,revés
2138,1,3,22,62,revés
2139,0,3,23,62,revés
2140,1,3,3,62,revés
2141,0,3,4,62,revés
2142,1,3,5,62,revés
2143,1,3,6,62,revés
2144,0,3,7,62,revés
2145,1,3,8,62,revés
2146,0,3,0,62,revés
2147,0,3,9,62,revés
2148,1,4,1,62,revés
2149,0,4,2,62,revés
2150,1,4,22,62,revés
2151,0,4,23,62,revés
2152,1,4,3,62,revés
2153,0,4,4,62,revés
2154,1,4,5,62,revés
2155,1,4,6,62,revés
2156,0,4,7,62,revés
2157,1,4,8,62,revés
2158,0,4,0,62,revés
2159,0,4,9,62,revés
2160,1,1,1,63,revés
2161,0,1,2,63,revés
2162,0,1,22,63,revés
2163,0,1,23,63,revés
2164,0,1,3,63,revés
2165,1,1,4,63,revés
2166,1,1,5,63,revés
2167,1,1,6,63,revés
2168,0,1,7,63,revés
2169,0,1,8,63,revés
2170,0,1,0,63,revés
2171,0,1,9,63,revés
2172,0,2,1,63,revés
2173,0,2,2,63,revés
2174,0,2,22,63,revés
2175,0,2,23,63,revés
2176,0,2,3,63,revés
2177,0,2,4,63,revés
2178,1,2,5,63,revés
2179,0,2,6,63,revés
2180,0,2,7,63,revés
2181,0,2,8,63,revés
2182,0,2,0,63,revés
2183,0,2,9,63,revés
2184,1,1,1,64,revés
2185,1,1,2,64,revés
2186,0,1,22,64,revés
2187,0,1,23,64,revés
2188,1,1,3,64,revés
2189,1,1,4,64,revés
2190,1,1,5,64,revés
2191,0,1,6,64,revés
2192,1,1,7,64,revés
2193,0,1,8,64,revés
2194,0,1,0,64,revés
2195,0,1,9,64,revés
2196,1,2,1,64,revés
2197,1,2,2,64,revés
2198,0,2,22,64,revés
2199,0,2,23,64,revés
2200,1,2,3,64,revés
2201,1,2,4,64,revés
2202,1,2,5,64,revés
2203,1,2,6,64,revés
2204,1,2,7,64,revés
2205,1,2,8,64,revés
2206,0,2,0,64,revés
2207,0,2,9,64,revés
2208,1,3,1,64,revés
2209,1,3,2,64,revés
2210,0,3,22,64,revés
2211,0,3,23,64,revés
2212,1,3,3,64,revés
2213,1,3,4,64,revés
2214,1,3,5,64,revés
2215,1,3,6,64,revés
2216,1,3,7,64,revés
2217,1,3,8,64,revés
2218,0,3,0,64,revés
2219,0,3,9,64,revés
2220,1,4,1,64,revés
2221,1,4,2,64,revés
2222,0,4,22,64,revés
2223,0,4,23,64,revés
2224,1,4,3,64,revés
2225,0,4,4,64,revés
2226,1,4,5,64,revés
2227,1,4,6,64,revés
2228,1,4,7,64,revés
2229,1,4,8,64,revés
2230,0,4,0,64,revés
2231,0,4,9,64,revés
2232,0,1,1,65,revés
2233,1,1,2,65,revés
2234,0,1,22,65,revés
2235,0,1,23,65,revés
2236,0,1,3,65,revés
2237,0,1,4,65,revés
2238,1,1,5,65,revés
2239,1,1,6,65,revés
2240,0,1,7,65,revés
2241,0,1,8,65,revés
2242,0,1,0,65,revés
2243,0,1,9,65,revés
2244,1,2,1,65,revés
2245,0,2,2,65,revés
2246,0,2,22,65,revés
2247,0,2,23,65,revés
2248,0,2,3,65,revés
2249,0,2,4,65,revés
2250,1,2,5,65,revés
2251,1,2,6,65,revés
2252,0,2,7,65,revés
2253,0,2,8,65,revés
2254,0,2,0,65,revés
2255,0,2,9,65,revés
2256,0,3,1,65,revés
2257,0,3,2,65,revés
2258,0,3,22,65,revés
2259,0,3,23,65,revés
2260,0,3,3,65,revés
2261,0,3,4,65,revés
2262,1,3,5,65,revés
2263,0,3,6,65,revés
2264,0,3,7,65,revés
2265,1,3,8,65,revés
2266,0,3,0,65,revés
2267,0,3,9,65,revés
2268,0,1,1,66,revés
2269,1,1,2,66,revés
2270,0,1,22,66,revés
2271,0,1,23,66,revés
2272,0,1,3,66,revés
2273,1,1,4,66,revés
2274,1,1,5,66,revés
2275,1,1,6,66,revés
2276,0,1,7,66,revés
2277,1,1,8,66,revés
2278,0,1,0,66,revés
2279,0,1,9,66,revés
2280,0,2,1,66,revés
2281,1,2,2,66,revés
2282,0,2,22,66,revés
2283,0,2,23,66,revés
2284,0,2,3,66,revés
2285,1,2,4,66,revés
2286,1,2,5,66,revés
2287,1,2,6,66,revés
2288,1,2,7,66,revés
2289,1,2,8,66,revés
2290,0,2,0,66,revés
2291,0,2,9,66,revés
2292,0,3,1,66,revés
2293,1,3,2,66,revés
2294,0,3,22,66,revés
2295,0,3,23,66,revés
2296,0,3,3,66,revés
2297,1,3,4,66,revés
2298,1,3,5,66,revés
2299,1,3,6,66,revés
2300,0,3,7,66,revés
2301,1,3,8,66,revés
2302,0,3,0,66,revés
2303,0,3,9,66,revés
2304,1,1,1,67,revés
2305,0,1,2,67,revés
2306,0,1,22,67,revés
2307,0,1,23,67,revés
2308,1,1,3,67,revés
2309,1,1,4,67,revés
2310,1,1,5,67,revés
2311,1,1,6,67,revés
2312,0,1,7,67,revés
2313,1,1,8,67,revés
2314,0,1,0,67,revés
2315,0,1,9,67,revés
2316,1,2,1,67,revés
2317,0,2,2,67,revés
2318,0,2,22,67,revés
2319,0,2,23,67,revés
2320,1,2,3,67,revés
2321,1,2,4,67,revés
2322,1,2,5,67,revés
2323,1,2,6,67,revés
2324,1,2,7,67,revés
2325,0,2,8,67,revés
2326,0,2,0,67,revés
2327,0,2,9,67,revés
2328,1,1,1,68,revés
2329,0,1,2,68,revés
2330,0,1,22,68,revés
2331,0,1,23,68,revés
2332,1,1,3,68,revés
2333,0,1,4,68,revés
2334,1,1,5,68,revés
2335,1,1,6,68,revés
2336,0,1,7,68,revés
2337,1,1,8,68,revés
2338,0,1,0,68,revés
2339,0,1,9,68,revés
2340,0,2,1,68,revés
2341,1,2,2,68,revés
2342,0,2,22,68,revés
2343,0,2,23,68,revés
2344,0,2,3,68,revés
2345,0,2,4,68,revés
2346,1,2,5,68,revés
2347,1,2,6,68,revés
2348,0,2,7,68,revés
2349,1,2,8,68,revés
2350,0,2,0,68,revés
2351,0,2,9,68,revés
2352,0,1,1,69,revés
2353,0,1,2,69,revés
2354,0,1,22,69,revés
2355,0,1,23,69,revés
2356,1,1,3,69,revés
2357,1,1,4,69,revés
2358,1,1,5,69,revés
2359,1,1,6,69,revés
2360,0,1,7,69,revés
2361,0,1,8,69,revés
2362,0,1,0,69,revés
2363,0,1,9,69,revés
2364,0,2,1,69,revés
2365,0,2,2,69,revés
2366,0,2,22,69,revés
2367,0,2,23,69,revés
2368,0,2,3,69,revés
2369,0,2,4,69,revés
2370,1,2,5,69,revés
2371,1,2,6,69,revés
2372,0,2,7,69,revés
2373,1,2,8,69,revés
2374,0,2,0,69,revés
2375,1,2,9,69,revés
2376,0,1,1,70,revés
2377,0,1,2,70,revés
2378,0,1,22,70,revés
2379,0,1,23,70,revés
2380,1,1,3,70,revés
2381,0,1,4,70,revés
2382,1,1,5,70,revés
2383,1,1,6,70,revés
2384,1,1,7,70,revés
2385,0,1,8,70,revés
2386,0,1,0,70,revés
2387,0,1,9,70,revés
2388,1,1,1,71,revés
2389,1,1,2,71,revés
2390,0,1,22,71,revés
2391,0,1,23,71,revés
2392,1,1,3,71,revés
2393,1,1,4,71,revés
2394,1,1,5,71,revés
2395,1,1,6,71,revés
2396,1,1,7,71,revés
2397,1,1,8,71,revés
2398,0,1,0,71,revés
2399,0,1,9,71,revés
2400,0,2,1,71,revés
2401,1,2,2,71,revés
2402,0,2,22,71,revés
2403,0,2,23,71,revés
2404,1,2,3,71,revés
2405,0,2,4,71,revés
2406,1,2,5,71,revés
2407,1,2,6,71,revés
2408,1,2,7,71,revés
2409,0,2,8,71,revés
2410,0,2,0,71,revés
2411,1,2,9,71,revés
2412,1,1,1,72,revés
2413,0,1,2,72,revés
2414,0,1,22,72,revés
2415,0,1,23,72,revés
2416,1,1,3,72,revés
2417,1,1,4,72,revés
2418,1,1,5,72,revés
2419,1,1,6,72,revés
2420,1,1,7,72,revés
2421,1,1,8,72,revés
2422,0,1,0,72,revés
2423,0,1,9,72,revés
2424,0,2,1,72,revés
2425,0,2,2,72,revés
2426,0,2,22,72,revés
2427,0,2,23,72,revés
2428,1,2,3,72,revés
2429,0,2,4,72,revés
2430,0,2,5,72,revés
2431,1,2,6,72,revés
2432,0,2,7,72,revés
2433,1,2,8,72,revés
2434,0,2,0,72,revés
2435,0,2,9,72,revés
2436,0,3,1,72,revés
2437,0,3,2,72,revés
2438,0,3,22,72,revés
2439,0,3,23,72,revés
2440,0,3,3,72,revés
2441,0,3,4,72,revés
2442,0,3,5,72,revés
2443,0,3,6,72,revés
2444,0,3,7,72,revés
2445,1,3,8,72,revés
2446,0,3,0,72,revés
2447,0,3,9,72,revés
2448,0,4,1,72,revés
2449,0,4,2,72,revés
2450,0,4,22,72,revés
2451,0,4,23,72,revés
2452,0,4,3,72,revés
2453,0,4,4,72,revés
2454,0,4,5,72,revés
2455,0,4,6,72,revés
2456,1,4,7,72,revés
2457,1,4,8,72,revés
2458,0,4,0,72,revés
2459,1,4,9,72,revés
2460,1,1,1,73,revés
2461,1,1,2,73,revés
2462,0,1,22,73,revés
2463,0,1,23,73,revés
2464,1,1,3,73,revés
2465,1,1,4,73,revés
2466,1,1,5,73,revés
2467,1,1,6,73,revés
2468,0,1,7,73,revés
2469,1,1,8,73,revés
2470,0,1,0,73,revés
2471,0,1,9,73,revés
2472,1,2,1,73,revés
2473,1,2,2,73,revés
2474,0,2,22,73,revés
2475,0,2,23,73,revés
2476,0,2,3,73,revés
2477,1,2,4,73,revés
2478,1,2,5,73,revés
2479,1,2,6,73,revés
2480,0,2,7,73,revés
2481,1,2,8,73,revés
2482,0,2,0,73,revés
2483,0,2,9,73,revés
2484,0,3,1,73,revés
2485,1,3,2,73,revés
2486,0,3,22,73,revés
2487,0,3,23,73,revés
2488,1,3,3,73,revés
2489,1,3,4,73,revés
2490,1,3,5,73,revés
2491,1,3,6,73,revés
2492,0,3,7,73,revés
2493,1,3,8,73,revés
2494,0,3,0,73,revés
2495,0,3,9,73,revés
2496,0,4,1,73,revés
2497,1,4,2,73,revés
2498,0,4,22,73,revés
2499,0,4,23,73,revés
2500,0,4,3,73,revés
2501,0,4,4,73,revés
2502,1,4,5,73,revés
2503,1,4,6,73,revés
2504,0,4,7,73,revés
2505,0,4,8,73,revés
2506,0,4,0,73,revés
2507,0,4,9,73,revés
2508,0,1,1,74,revés
2509,0,1,2,74,revés
2510,0,1,22,74,revés
2511,0,1,23,74,revés
2512,0,1,3,74,revés
2513,0,1,4,74,revés
2514,0,1,5,74,revés
2515,0,1,6,74,revés
2516,0,1,7,74,revés
2517,0,1,8,74,revés
2518,1,1,0,74,revés
2519,1,1,9,74,revés
2520,0,3,1,74,revés
2521,0,3,2,74,revés
2522,0,3,22,74,revés
2523,0,3,23,74,revés
2524,0,3,3,74,revés
2525,0,3,4,74,revés
2526,0,3,5,74,revés
2527,0,3,6,74,revés
2528,0,3,7,74,revés
2529,0,3,8,74,revés
2530,1,3,0,74,revés
2531,1,3,9,74,revés
2532,0,1,1,75,revés
2533,1,1,2,75,revés
2534,1,1,22,75,revés
2535,0,1,23,75,revés
2536,1,1,3,75,revés
2537,1,1,4,75,revés
2538,1,1,5,75,revés
2539,1,1,6,75,revés
2540,0,1,7,75,revés
2541,1,1,8,75,revés
2542,0,1,0,75,revés
2543,0,1,9,75,revés
2544,0,2,1,75,revés
2545,0,2,2,75,revés
2546,1,2,22,75,revés
2547,0,2,23,75,revés
2548,1,2,3,75,revés
2549,0,2,4,75,revés
2550,0,2,5,75,revés
2551,1,2,6,75,revés
2552,0,2,7,75,revés
2553,1,2,8,75,revés
2554,0,2,0,75,revés
2555,0,2,9,75,revés
2556,0,3,1,75,revés
2557,0,3,2,75,revés
2558,1,3,22,75,revés
2559,0,3,23,75,revés
2560,1,3,3,75,revés
2561,0,3,4,75,revés
2562,1,3,5,75,revés
2563,1,3,6,75,revés
2564,0,3,7,75,revés
2565,1,3,8,75,revés
2566,0,3,0,75,revés
2567,0,3,9,75,revés
2568,0,4,1,75,revés
2569,0,4,2,75,revés
2570,1,4,22,75,revés
2571,0,4,23,75,revés
2572,1,4,3,75,revés
2573,0,4,4,75,revés
2574,1,4,5,75,revés
2575,0,4,6,75,revés
2576,0,4,7,75,revés
2577,1,4,8,75,revés
2578,0,4,0,75,revés
2579,0,4,9,75,revés
2580,1,1,1,76,revés
2581,0,1,2,76,revés
2582,0,1,22,76,revés
2583,0,1,23,76,revés
2584,0,1,3,76,revés
2585,0,1,4,76,revés
2586,1,1,5,76,revés
2587,1,1,6,76,revés
2588,0,1,7,76,revés
2589,0,1,8,76,revés
2590,0,1,0,76,revés
2591,0,1,9,76,revés
2592,1,2,1,76,revés
2593,0,2,2,76,revés
2594,0,2,22,76,revés
2595,0,2,23,76,revés
2596,1,2,3,76,revés
2597,1,2,4,76,revés
2598,1,2,5,76,revés
2599,1,2,6,76,revés
2600,0,2,7,76,revés
2601,1,2,8,76,revés
2602,0,2,0,76,revés
2603,0,2,9,76,revés
2604,1,3,1,76,revés
2605,0,3,2,76,revés
2606,0,3,22,76,revés
2607,0,3,23,76,revés
2608,1,3,3,76,revés
2609,1,3,4,76,revés
2610,1,3,5,76,revés
2611,1,3,6,76,revés
2612,0,3,7,76,revés
2613,1,3,8,76,revés
2614,0,3,0,76,revés
2615,0,3,9,76,revés
2616,1,1,1,77,revés
2617,0,1,2,77,revés
2618,0,1,22,77,revés
2619,0,1,23,77,revés
2620,0,1,3,77,revés
2621,1,1,4,77,revés
2622,0,1,5,77,revés
2623,1,1,6,77,revés
2624,0,1,7,77,revés
2625,0,1,8,77,revés
2626,1,1,0,77,revés
2627,0,1,9,77,revés
2628,0,2,1,77,revés
2629,0,2,2,77,revés
2630,0,2,22,77,revés
2631,0,2,23,77,revés
2632,0,2,3,77,revés
2633,1,2,4,77,revés
2634,0,2,5,77,revés
2635,1,2,6,77,revés
2636,0,2,7,77,revés
2637,1,2,8,77,revés
2638,1,2,0,77,revés
2639,0,2,9,77,revés
2640,0,3,1,77,revés
2641,0,3,2,77,revés
2642,0,3,22,77,revés
2643,0,3,23,77,revés
2644,0,3,3,77,revés
2645,0,3,4,77,revés
2646,0,3,5,77,revés
2647,1,3,6,77,revés
2648,0,3,7,77,revés
2649,1,3,8,77,revés
2650,1,3,0,77,revés
2651,0,3,9,77,revés
2652,0,1,1,78,revés
2653,1,1,2,78,revés
2654,0,1,22,78,revés
2655,0,1,23,78,revés
2656,0,1,3,78,revés
2657,0,1,4,78,revés
2658,1,1,5,78,revés
2659,1,1,6,78,revés
2660,0,1,7,78,revés
2661,0,1,8,78,revés
2662,0,1,0,78,revés
2663,0,1,9,78,revés
2664,0,2,1,78,revés
2665,0,2,2,78,revés
2666,0,2,22,78,revés
2667,0,2,23,78,revés
2668,1,2,3,78,revés
2669,0,2,4,78,revés
2670,1,2,5,78,revés
2671,0,2,6,78,revés
2672,0,2,7,78,revés
2673,1,2,8,78,revés
2674,0,2,0,78,revés
2675,1,2,9,78,revés
2676,0,3,1,78,revés
2677,0,3,2,78,revés
2678,0,3,22,78,revés
2679,0,3,23,78,revés
2680,0,3,3,78,revés
2681,0,3,4,78,revés
2682,0,3,5,78,revés
2683,0,3,6,78,revés
2684,0,3,7,78,revés
2685,1,3,8,78,revés
2686,1,3,0,78,revés
2687,1,3,9,78,revés
2688,0,1,1,79,normal
2689,0,1,2,79,normal
2690,0,1,22,79,normal
2691,0,1,23,79,normal
2692,0,1,3,79,normal
2693,1,1,4,79,normal
2694,1,1,5,79,normal
2695,1,1,6,79,normal
2696,0,1,7,79,normal
2697,1,1,8,79,normal
2698,0,1,0,79,normal
2699,0,1,9,79,normal
2700,0,1,1,80,normal
2701,1,1,2,80,normal
2702,0,1,22,80,normal
2703,0,1,23,80,normal
2704,0,1,3,80,normal
2705,0,1,4,80,normal
2706,0,1,5,80,normal
2707,1,1,6,80,normal
2708,0,1,7,80,normal
2709,1,1,8,80,normal
2710,0,1,0,80,normal
2711,0,1,9,80,normal
2712,0,2,1,80,normal
2713,0,2,2,80,normal
2714,0,2,22,80,normal
2715,1,2,23,80,normal
2716,0,2,3,80,normal
2717,0,2,4,80,normal
2718,1,2,5,80,normal
2719,1,2,6,80,normal
2720,0,2,7,80,normal
2721,1,2,8,80,normal
2722,0,2,0,80,normal
2723,0,2,9,80,normal
2724,0,3,1,80,normal
2725,0,3,2,80,normal
2726,0,3,22,80,normal
2727,1,3,23,80,normal
2728,0,3,3,80,normal
2729,0,3,4,80,normal
2730,1,3,5,80,normal
2731,1,3,6,80,normal
2732,0,3,7,80,normal
2733,1,3,8,80,normal
2734,0,3,0,80,normal
2735,0,3,9,80,normal
2736,0,4,1,80,normal
2737,0,4,2,80,normal
2738,0,4,22,80,normal
2739,1,4,23,80,normal
2740,0,4,3,80,normal
2741,0,4,4,80,normal
2742,0,4,5,80,normal
2743,1,4,6,80,normal
2744,0,4,7,80,normal
2745,0,4,8,80,normal
2746,0,4,0,80,normal
2747,0,4,9,80,normal
2748,0,1,1,81,normal
2749,1,1,2,81,normal
2750,0,1,22,81,normal
2751,0,1,23,81,normal
2752,0,1,3,81,normal
2753,0,1,4,81,normal
2754,1,1,5,81,normal
2755,1,1,6,81,normal
2756,0,1,7,81,normal
2757,1,1,8,81,normal
2758,0,1,0,81,normal
2759,0,1,9,81,normal
2760,0,2,1,81,normal
2761,0,2,2,81,normal
2762,0,2,22,81,normal
2763,0,2,23,81,normal
2764,0,2,3,81,normal
2765,0,2,4,81,normal
2766,1,2,5,81,normal
2767,1,2,6,81,normal
2768,0,2,7,81,normal
2769,0,2,8,81,normal
2770,0,2,0,81,normal
2771,0,2,9,81,normal
2772,0,3,1,81,normal
2773,0,3,2,81,normal
2774,0,3,22,81,normal
2775,0,3,23,81,normal
2776,1,3,3,81,normal
2777,0,3,4,81,normal
2778,1,3,5,81,normal
2779,1,3,6,81,normal
2780,0,3,7,81,normal
2781,0,3,8,81,normal
2782,0,3,0,81,normal
2783,0,3,9,81,normal
2784,0,4,1,81,normal
2785,0,4,2,81,normal
2786,0,4,22,81,normal
2787,0,4,23,81,normal
2788,1,4,3,81,normal
2789,0,4,4,81,normal
2790,0,4,5,81,normal
2791,1,4,6,81,normal
2792,0,4,7,81,normal
2793,0,4,8,81,normal
2794,0,4,0,81,normal
2795,0,4,9,81,normal
2796,1,1,1,82,normal
2797,1,1,2,82,normal
2798,0,1,22,82,normal
2799,1,1,23,82,normal
2800,0,1,3,82,normal
2801,1,1,4,82,normal
2802,1,1,5,82,normal
2803,0,1,6,82,normal
2804,1,1,7,82,normal
2805,1,1,8,82,normal
2806,0,1,0,82,normal
2807,1,1,9,82,normal
2808,1,2,1,82,normal
2809,0,2,2,82,normal
2810,0,2,22,82,normal
2811,1,2,23,82,normal
2812,1,2,3,82,normal
2813,1,2,4,82,normal
2814,1,2,5,82,normal
2815,1,2,6,82,normal
2816,0,2,7,82,normal
2817,1,2,8,82,normal
2818,0,2,0,82,normal
2819,0,2,9,82,normal
2820,1,3,1,82,normal
2821,0,3,2,82,normal
2822,0,3,22,82,normal
2823,1,3,23,82,normal
2824,0,3,3,82,normal
2825,1,3,4,82,normal
2826,1,3,5,82,normal
2827,0,3,6,82,normal
2828,1,3,7,82,normal
2829,1,3,8,82,normal
2830,0,3,0,82,normal
2831,1,3,9,82,normal
2832,1,4,1,82,normal
2833,0,4,2,82,normal
2834,0,4,22,82,normal
2835,1,4,23,82,normal
2836,0,4,3,82,normal
2837,1,4,4,82,normal
2838,1,4,5,82,normal
2839,0,4,6,82,normal
2840,1,4,7,82,normal
2841,1,4,8,82,normal
2842,0,4,0,82,normal
2843,1,4,9,82,normal
2844,0,1,1,83,normal
2845,1,1,2,83,normal
2846,0,1,22,83,normal
2847,0,1,23,83,normal
2848,1,1,3,83,normal
2849,0,1,4,83,normal
2850,1,1,5,83,normal
2851,0,1,6,83,normal
2852,0,1,7,83,normal
2853,1,1,8,83,normal
2854,0,1,0,83,normal
2855,0,1,9,83,normal
2856,1,2,1,83,normal
2857,0,2,2,83,normal
2858,0,2,22,83,normal
2859,0,2,23,83,normal
2860,0,2,3,83,normal
2861,0,2,4,83,normal
2862,1,2,5,83,normal
2863,0,2,6,83,normal
2864,0,2,7,83,normal
2865,1,2,8,83,normal
2866,0,2,0,83,normal
2867,1,2,9,83,normal
2868,0,3,1,83,normal
2869,0,3,2,83,normal
2870,0,3,22,83,normal
2871,0,3,23,83,normal
2872,0,3,3,83,normal
2873,0,3,4,83,normal
2874,1,3,5,83,normal
2875,0,3,6,83,normal
2876,0,3,7,83,normal
2877,0,3,8,83,normal
2878,0,3,0,83,normal
2879,1,3,9,83,normal
2880,1,1,1,84,normal
2881,1,1,2,84,normal
2882,0,1,22,84,normal
2883,0,1,23,84,normal
2884,1,1,3,84,normal
2885,0,1,4,84,normal
2886,1,1,5,84,normal
2887,1,1,6,84,normal
2888,1,1,7,84,normal
2889,0,1,8,84,normal
2890,0,1,0,84,normal
2891,0,1,9,84,normal
2892,1,2,1,84,normal
2893,0,2,2,84,normal
2894,0,2,22,84,normal
2895,0,2,23,84,normal
2896,1,2,3,84,normal
2897,0,2,4,84,normal
2898,1,2,5,84,normal
2899,1,2,6,84,normal
2900,1,2,7,84,normal
2901,1,2,8,84,normal
2902,0,2,0,84,normal
2903,0,2,9,84,normal
2904,1,3,1,84,normal
2905,0,3,2,84,normal
2906,0,3,22,84,normal
2907,0,3,23,84,normal
2908,1,3,3,84,normal
2909,0,3,4,84,normal
2910,1,3,5,84,normal
2911,1,3,6,84,normal
2912,1,3,7,84,normal
2913,1,3,8,84,normal
2914,0,3,0,84,normal
2915,0,3,9,84,normal
2916,0,1,1,85,normal
2917,0,1,2,85,normal
2918,0,1,22,85,normal
2919,0,1,23,85,normal
2920,1,1,3,85,normal
2921,1,1,4,85,normal
2922,0,1,5,85,normal
2923,1,1,6,85,normal
2924,1,1,7,85,normal
2925,1,1,8,85,normal
2926,0,1,0,85,normal
2927,0,1,9,85,normal
2928,0,2,1,85,normal
2929,0,2,2,85,normal
2930,0,2,22,85,normal
2931,0,2,23,85,normal
2932,1,2,3,85,normal
2933,1,2,4,85,normal
2934,0,2,5,85,normal
2935,1,2,6,85,normal
2936,1,2,7,85,normal
2937,1,2,8,85,normal
2938,0,2,0,85,normal
2939,0,2,9,85,normal
2940,0,3,1,85,normal
2941,0,3,2,85,normal
2942,0,3,22,85,normal
2943,0,3,23,85,normal
2944,1,3,3,85,normal
2945,1,3,4,85,normal
2946,0,3,5,85,normal
2947,1,3,6,85,normal
2948,0,3,7,85,normal
2949,1,3,8,85,normal
2950,0,3,0,85,normal
2951,0,3,9,85,normal
2952,0,1,1,86,normal
2953,1,1,2,86,normal
2954,0,1,22,86,normal
2955,1,1,23,86,normal
2956,0,1,3,86,normal
2957,1,1,4,86,normal
2958,1,1,5,86,normal
2959,1,1,6,86,normal
2960,1,1,7,86,normal
2961,1,1,8,86,normal
2962,0,1,0,86,normal
2963,0,1,9,86,normal
2964,0,2,1,86,normal
2965,1,2,2,86,normal
2966,0,2,22,86,normal
2967,0,2,23,86,normal
2968,0,2,3,86,normal
2969,0,2,4,86,normal
2970,1,2,5,86,normal
2971,1,2,6,86,normal
2972,0,2,7,86,normal
2973,1,2,8,86,normal
2974,0,2,0,86,normal
2975,0,2,9,86,normal
2976,0,1,1,87,normal
2977,0,1,2,87,normal
2978,0,1,22,87,normal
2979,0,1,23,87,normal
2980,0,1,3,87,normal
2981,0,1,4,87,normal
2982,0,1,5,87,normal
2983,1,1,6,87,normal
2984,0,1,7,87,normal
2985,1,1,8,87,normal
2986,1,1,0,87,normal
2987,1,1,9,87,normal
2988,0,1,1,88,normal
2989,0,1,2,88,normal
2990,0,1,22,88,normal
2991,0,1,23,88,normal
2992,1,1,3,88,normal
2993,1,1,4,88,normal
2994,1,1,5,88,normal
2995,1,1,6,88,normal
2996,1,1,7,88,normal
2997,1,1,8,88,normal
2998,0,1,0,88,normal
2999,0,1,9,88,normal
3000,0,2,1,88,normal
3001,0,2,2,88,normal
3002,0,2,22,88,normal
3003,0,2,23,88,normal
3004,1,2,3,88,normal
3005,1,2,4,88,normal
3006,1,2,5,88,normal
3007,1,2,6,88,normal
3008,1,2,7,88,normal
3009,1,2,8,88,normal
3010,0,2,0,88,normal
3011,0,2,9,88,normal
3012,0,3,1,88,normal
3013,0,3,2,88,normal
3014,0,3,22,88,normal
3015,0,3,23,88,normal
3016,1,3,3,88,normal
3017,1,3,4,88,normal
3018,1,3,5,88,normal
3019,1,3,6,88,normal
3020,1,3,7,88,normal
3021,1,3,8,88,normal
3022,0,3,0,88,normal
3023,0,3,9,88,normal
3024,0,4,1,88,normal
3025,0,4,2,88,normal
3026,0,4,22,88,normal
3027,0,4,23,88,normal
3028,1,4,3,88,normal
3029,1,4,4,88,normal
3030,1,4,5,88,normal
3031,1,4,6,88,normal
3032,1,4,7,88,normal
3033,1,4,8,88,normal
3034,0,4,0,88,normal
3035,0,4,9,88,normal
3036,0,1,1,89,normal
3037,1,1,2,89,normal
3038,0,1,22,89,normal
3039,0,1,23,89,normal
3040,0,1,3,89,normal
3041,0,1,4,89,normal
3042,1,1,5,89,normal
3043,1,1,6,89,normal
3044,1,1,7,89,normal
3045,1,1,8,89,normal
3046,0,1,0,89,normal
3047,0,1,9,89,normal
3048,0,2,1,89,normal
3049,0,2,2,89,normal
3050,0,2,22,89,normal
3051,0,2,23,89,normal
3052,0,2,3,89,normal
3053,0,2,4,89,normal
3054,1,2,5,89,normal
3055,0,2,6,89,normal
3056,0,2,7,89,normal
3057,1,2,8,89,normal
3058,0,2,0,89,normal
3059,0,2,9,89,normal
3060,0,3,1,89,normal
3061,0,3,2,89,normal
